org_id,realcode,total_amount,record_count,org_total_amount,org_total_records,share_amount,share_records
4cf9d763,J7400,8124.0,113,1471557.0,23768,0.005520683194738634,0.004754291484348704
4cf9d763,J7500,5655.0,624,1471557.0,23768,0.003842868471965408,0.026253786603837093
4cf9d763,J9000,5303.0,350,1471557.0,23768,0.0036036660489535913,0.014725681588690677
4cf9d763,JD200,139.0,21,1471557.0,23768,9.445777499614353e-05,0.0008835408953214406
4cf9d763,Y1000,1406981.0,20674,1471557.0,23768,0.9561172282147412,0.8698249747559744
4cf9d763,Z9600,875.0,7,1471557.0,23768,0.0005946082958390331,0.00029451363177381354
4cf9d763,z9600,250.0,1,1471557.0,23768,0.000169888084525438,4.207337596768765e-05
4cfb85f8,J6100,1020.0,2,724027.0,1298,0.0014087872413597836,0.0015408320493066256
4cfb85f8,K1000,488064.0,797,724027.0,1298,0.6740964080068838,0.6140215716486903
4cfb85f8,K1200,220193.0,441,724027.0,1298,0.30412263631052433,0.33975346687211094
4cfb85f8,Y4000,14750.0,58,724027.0,1298,0.020372168441232165,0.04468412942989214
4cfc367c,E1320,154000.0,137,154000.0,137,1.0,1.0
4d0e2913,H5100,336106.0,4964,344027.0,5063,0.9769756443534955,0.9804463756666009
4d0e2913,H5170,1746.0,60,344027.0,5063,0.005075183052492973,0.011850681414181316
4d0e2913,J7400,5075.0,12,344027.0,5063,0.014751749135968979,0.002370136282836263
4d0e2913,J7500,1072.0,25,344027.0,5063,0.0031160344972923637,0.004937783922575548
4d0e2913,Z9600,28.0,2,344027.0,5063,8.138896075017367e-05,0.00039502271380604387
4d141cf2,G0000,659007.0,122,681467.0,131,0.9670416909402803,0.9312977099236641
4d141cf2,G5200,18210.0,3,681467.0,131,0.026721763489648068,0.022900763358778626
4d141cf2,T2300,4250.0,6,681467.0,131,0.006236545570071625,0.04580152671755725
4d1bb8c8,F4000,5350.0,11,825516.0,331,0.006480795042131225,0.03323262839879154
4d1bb8c8,F4100,819666.0,319,825516.0,331,0.9929135231782303,0.9637462235649547
4d1bb8c8,Y4000,500.0,1,825516.0,331,0.0006056817796384322,0.0030211480362537764
4d1f653a,E1100,105000.0,39,399157.0,148,0.2630543871208572,0.2635135135135135
4d1f653a,E1120,294157.0,109,399157.0,148,0.7369456128791428,0.7364864864864865
4d201d26,K1000,341700.0,95,379950.0,100,0.8993288590604027,0.95
4d201d26,K1200,38250.0,5,379950.0,100,0.10067114093959731,0.05
4d240de8,J1100,540014.0,275,550014.0,277,0.9818186446163188,0.9927797833935018
4d240de8,Z9600,5000.0,1,550014.0,277,0.009090677691840571,0.0036101083032490976
4d240de8,z9600,5000.0,1,550014.0,277,0.009090677691840571,0.0036101083032490976
4d2968b2,F4000,292685.0,95,625160.0,354,0.468176146906392,0.268361581920904
4d2968b2,F4500,270625.0,182,625160.0,354,0.4328891803698253,0.5141242937853108
4d2968b2,J1200,1800.0,3,625160.0,354,0.0028792629086953738,0.00847457627118644
4d2968b2,J5100,58050.0,72,625160.0,354,0.09285622880542581,0.2033898305084746
4d2968b2,J7150,2000.0,2,625160.0,354,0.0031991810096615265,0.005649717514124294
4d302187,F4100,564406.0,206,583006.0,215,0.9680963832276168,0.958139534883721
4d302187,J7400,18600.0,9,583006.0,215,0.03190361677238313,0.04186046511627907
4d39b689,G5200,636770.0,12,636770.0,12,1.0,1.0
4d3bc936,J2100,965300.0,347,980300.0,348,0.9846985616647965,0.9971264367816092
4d3bc936,Z9600,15000.0,1,980300.0,348,0.01530143833520351,0.0028735632183908046
4d461735,J1100,2102000.0,4,2102000.0,4,1.0,1.0
4d4b194c,E1320,12500.0,9,14000.0,11,0.8928571428571429,0.8181818181818182
4d4b194c,F0000,1500.0,2,14000.0,11,0.10714285714285714,0.18181818181818182
4d4b9a32,H0000,45315.0,58,401793.0,1115,0.11278195488721804,0.05201793721973094
4d4b9a32,H1100,82771.0,322,401793.0,1115,0.2060040866814504,0.28878923766816145
4d4b9a32,H1130,3175.0,9,401793.0,1115,0.007902078931190937,0.008071748878923767
4d4b9a32,H1700,300.0,6,401793.0,1115,0.000746653127356624,0.0053811659192825115
4d4b9a32,H1710,7231.0,71,401793.0,1115,0.01799682921305249,0.06367713004484304
4d4b9a32,H1750,500.0,1,401793.0,1115,0.0012444218789277066,0.0008968609865470852
4d4b9a32,H2100,226538.0,468,401793.0,1115,0.5638176872170496,0.41973094170403585
4d4b9a32,Y4000,35888.0,178,401793.0,1115,0.08931962478191506,0.15964125560538117
4d4b9a32,Z9600,75.0,2,401793.0,1115,0.000186663281839156,0.0017937219730941704
4d57ec04,G5200,286943.0,171,407593.0,260,0.7039939351264619,0.6576923076923077
4d57ec04,J5400,28000.0,26,407593.0,260,0.0686959785864821,0.1
4d57ec04,JD200,2500.0,1,407593.0,260,0.006133569516650188,0.0038461538461538464
4d57ec04,K2000,38000.0,12,407593.0,260,0.09323025665308285,0.046153846153846156
4d57ec04,Y4000,42450.0,42,407593.0,260,0.10414801039272019,0.16153846153846155
4d57ec04,Z9600,9700.0,8,407593.0,260,0.02379824972460273,0.03076923076923077
4d593564,F5200,3075238.0,4116,3081788.0,4126,0.9978746104534121,0.9975763451284537
4d593564,J6100,50.0,2,3081788.0,4126,1.6224347683877022e-05,0.0004847309743092584
4d593564,J7500,500.0,2,3081788.0,4126,0.00016224347683877022,0.0004847309743092584
4d593564,Z9600,6000.0,6,3081788.0,4126,0.0019469217220652426,0.001454192922927775
4d5da293,J1100,1000.0,1,625250.0,365,0.001599360255897641,0.0027397260273972603
4d5da293,J2200,550000.0,327,625250.0,365,0.8796481407437026,0.8958904109589041
4d5da293,Z9600,74250.0,37,625250.0,365,0.11875249900039984,0.10136986301369863
4d63e2d9,J9000,14658010.0,334,15767230.0,342,0.9296502936787248,0.9766081871345029
4d63e2d9,Z9600,1109220.0,8,15767230.0,342,0.0703497063212752,0.023391812865497075
4d6a30dc,G2850,996694.0,414,1008694.0,421,0.9881034287900988,0.9833729216152018
4d6a30dc,G5100,9500.0,4,1008694.0,421,0.009418118874505053,0.009501187648456057
4d6a30dc,Y4000,2500.0,3,1008694.0,421,0.0024784523353960667,0.007125890736342043
4d6a7b14,A5000,11582622.0,10290,13079064.0,11956,0.8855849317657594,0.860655737704918
4d6a7b14,A5200,1014048.0,1372,13079064.0,11956,0.07753215367705212,0.11475409836065574
4d6a7b14,F4100,391194.0,230,13079064.0,11956,0.02990993850936122,0.019237203077952493
4d6a7b14,J1100,47000.0,32,13079064.0,11956,0.0035935293228934427,0.0026764804282368685
4d6a7b14,J6100,200.0,6,13079064.0,11956,1.5291614139972096e-05,0.0005018400802944129
4d6a7b14,Z9600,4000.0,2,13079064.0,11956,0.0003058322827994419,0.00016728002676480428
4d6a7b14,z9600,40000.0,24,13079064.0,11956,0.003058322827994419,0.0020073603211776514
4d73d1ad,M2100,338004.0,325,338004.0,325,1.0,1.0
4d7b390d,J7500,6000.0,6,2358625.0,508,0.002543855000264985,0.011811023622047244
4d7b390d,M1400,2000.0,2,2358625.0,508,0.000847951666754995,0.003937007874015748
4d7b390d,M1600,8900.0,11,2358625.0,508,0.0037733849170597275,0.021653543307086614
4d7b390d,M2300,2290405.0,468,2358625.0,508,0.9710763686469871,0.9212598425196851
4d7b390d,T0000,51320.0,21,2358625.0,508,0.02175843976893317,0.04133858267716536
4d8f01d5,T5300,506400.0,7,506400.0,7,1.0,1.0
4d9460a9,Z1100,562907.0,562,567307.0,572,0.9922440583317322,0.9825174825174825
4d9460a9,Z9600,-100.0,5,567307.0,572,-0.00017627140155154089,0.008741258741258742
4d9460a9,z9600,4500.0,5,567307.0,572,0.00793221306981934,0.008741258741258742
4da0c7de,J2200,3837578.0,1118,3883178.0,1127,0.9882570410112542,0.9920141969831411
4da0c7de,J2400,600.0,3,3883178.0,1127,0.00015451261827297127,0.0026619343389529724
4da0c7de,Z1200,5000.0,1,3883178.0,1127,0.0012876051522747606,0.0008873114463176575
4da0c7de,Z9100,20000.0,1,3883178.0,1127,0.005150420609099042,0.0008873114463176575
4da0c7de,Z9600,10000.0,2,3883178.0,1127,0.002575210304549521,0.001774622892635315
4da0c7de,z9600,10000.0,2,3883178.0,1127,0.002575210304549521,0.001774622892635315
4da1300a,C4600,552550.0,429,552550.0,429,1.0,1.0
4da85934,H1700,505550.0,416,505550.0,416,1.0,1.0
4da941f6,F3100,6809816.0,7396,9675980.0,17814,0.7037856630542849,0.41517907263949705
4da941f6,F3400,2815218.0,10252,9675980.0,17814,0.29094913383450566,0.5755024138318177
4da941f6,J1200,624.0,22,9675980.0,17814,6.448959175194657e-05,0.0012349837206691366
4da941f6,J6200,10400.0,6,9675980.0,17814,0.0010748265291991095,0.0003368137420006736
4da941f6,J7400,12700.0,30,9675980.0,17814,0.0013125285500796818,0.001684068710003368
4da941f6,J7500,5200.0,40,9675980.0,17814,0.0005374132645995548,0.0022454249466711575
4da941f6,Z9600,18022.0,64,9675980.0,17814,0.00186255035665638,0.003592679914673852
4da941f6,z9600,4000.0,4,9675980.0,17814,0.00041339481892273445,0.00022454249466711575
4daab24b,J1200,404825.0,2,404825.0,2,1.0,1.0
4db1718e,X4100,371814.0,88,371814.0,88,1.0,1.0
4db2b895,B1000,6500.0,5,679383.0,686,0.009567504632880128,0.007288629737609329
4db2b895,E1140,77750.0,69,679383.0,686,0.11444207464714307,0.10058309037900874
4db2b895,E1600,9885.0,19,679383.0,686,0.014549966660926164,0.027696793002915453
4db2b895,E1620,583248.0,592,679383.0,686,0.8584966064797029,0.8629737609329446
4db2b895,Z9600,2000.0,1,679383.0,686,0.0029438475793477316,0.0014577259475218659
4db5849d,G2850,1624287.0,842,1629387.0,844,0.9968699885294285,0.9976303317535545
4db5849d,Y4000,2400.0,1,1629387.0,844,0.0014729465743865639,0.001184834123222749
4db5849d,Z9600,2700.0,1,1629387.0,844,0.0016570648961848843,0.001184834123222749
4db75fee,F2500,866319.0,45,946819.0,60,0.9149784700138042,0.75
4db75fee,F7000,80500.0,15,946819.0,60,0.08502152998619589,0.25
4db9e224,G2100,584611.0,857,584611.0,857,1.0,1.0
4dbff185,J1200,341652.0,19,342849.0,20,0.9965086670808432,0.95
4dbff185,Z9600,1197.0,1,342849.0,20,0.00349133291915683,0.05
4dc5085d,C2000,3674355.0,4619,3767504.0,4788,0.9752756732308712,0.9647034252297411
4dc5085d,C2400,8000.0,5,3767504.0,4788,0.002123421766771847,0.0010442773600668337
4dc5085d,C2600,40115.0,48,3767504.0,4788,0.01064763302175658,0.010025062656641603
4dc5085d,G2600,15200.0,4,3767504.0,4788,0.004034501356866509,0.000835421888053467
4dc5085d,G6000,3000.0,4,3767504.0,4788,0.0007962831625394426,0.000835421888053467
4dc5085d,J1100,-1000.0,1,3767504.0,4788,-0.00026542772084648086,0.00020885547201336674
4dc5085d,J1200,-27.0,2,3767504.0,4788,-7.166548462854983e-06,0.0004177109440267335
4dc5085d,J1300,100.0,1,3767504.0,4788,2.6542772084648085e-05,0.00020885547201336674
4dc5085d,J6100,-266.0,1,3767504.0,4788,-7.06037737451639e-05,0.00020885547201336674
4dc5085d,J7150,1000.0,1,3767504.0,4788,0.00026542772084648086,0.00020885547201336674
4dc5085d,J7300,1500.0,2,3767504.0,4788,0.0003981415812697213,0.0004177109440267335
4dc5085d,J7400,22412.0,60,3767504.0,4788,0.005948766079611329,0.012531328320802004
4dc5085d,J7500,495.0,30,3767504.0,4788,0.000131386721819008,0.006265664160401002
4dc5085d,JD200,2000.0,1,3767504.0,4788,0.0005308554416929617,0.00020885547201336674
4dc5085d,Z9600,620.0,9,3767504.0,4788,0.00016456518692481813,0.0018796992481203006
4dc8aef3,H1130,650192.0,712,650782.0,716,0.9990933984037665,0.994413407821229
4dc8aef3,J1100,500.0,1,650782.0,716,0.0007683064374859784,0.0013966480446927375
4dc8aef3,Z9600,90.0,3,650782.0,716,0.0001382951587474761,0.004189944134078212
4dca22f2,J1100,350000.0,8,350000.0,8,1.0,1.0
4ddce4bc,H2200,489335.0,317,902985.0,693,0.5419082266039856,0.4574314574314574
4ddce4bc,H3100,413150.0,375,902985.0,693,0.45753805434198797,0.5411255411255411
4ddce4bc,Z9600,500.0,1,902985.0,693,0.0005537190540263681,0.001443001443001443
4dde817f,T2200,340042.0,92,340042.0,92,1.0,1.0
4de3a80b,F2300,866304.0,703,873904.0,720,0.9913033925923214,0.9763888888888889
4de3a80b,J7120,3250.0,4,873904.0,720,0.0037189439572310004,0.005555555555555556
4de3a80b,J7150,2100.0,7,873904.0,720,0.0024030099415954156,0.009722222222222222
4de3a80b,JD100,250.0,1,873904.0,720,0.0002860726120946923,0.001388888888888889
4de3a80b,Y4000,2000.0,5,873904.0,720,0.0022885808967575386,0.006944444444444444
4de43ff3,G6400,372018.0,102,375868.0,106,0.989757042365937,0.9622641509433962
4de43ff3,g6400,3850.0,4,375868.0,106,0.010242957634063021,0.03773584905660377
4dead26c,J1200,3359418.0,6,5849418.0,8,0.5743166243205734,0.75
4dead26c,Z9600,2490000.0,2,5849418.0,8,0.42568337567942655,0.25
4df0ae01,K2000,850620.0,917,852120.0,919,0.9982396845514716,0.9978237214363439
4df0ae01,Z9600,1500.0,2,852120.0,919,0.0017603154485283763,0.002176278563656148
4df0bf1f,F5500,2000000.0,4,2000271.0,26,0.9998645183577626,0.15384615384615385
4df0bf1f,J1200,112.0,10,2000271.0,26,5.59924130280347e-05,0.38461538461538464
4df0bf1f,Y4000,159.0,12,2000271.0,26,7.948922920944211e-05,0.46153846153846156
4df2e646,B1200,491697.0,544,533947.0,578,0.9208722963140537,0.9411764705882353
4df2e646,E2000,23400.0,15,533947.0,578,0.04382457434913952,0.025951557093425604
4df2e646,T6000,9100.0,11,533947.0,578,0.01704289002466537,0.01903114186851211
4df2e646,Z9600,9750.0,8,533947.0,578,0.018260239312141466,0.01384083044982699
4dfaea85,J5100,500.0,1,416113.0,397,0.001201596681670604,0.0025188916876574307
4dfaea85,K1000,415613.0,396,416113.0,397,0.9987984033183294,0.9974811083123426
4dfdcddb,JE300,77400.0,62,731400.0,64,0.10582444626743231,0.96875
4dfdcddb,Z9600,654000.0,2,731400.0,64,0.8941755537325676,0.03125
4e0106d8,G2850,771290.0,455,771290.0,455,1.0,1.0
4e0eca61,F2100,423125.0,82,427325.0,83,0.9901714151992044,0.9879518072289156
4e0eca61,Y4000,4200.0,1,427325.0,83,0.009828584800795648,0.012048192771084338
4e0f4932,J5100,36200.0,24,10944341.0,827,0.0033076454763242484,0.02902055622732769
4e0f4932,X4100,10908141.0,803,10944341.0,827,0.9966923545236758,0.9709794437726723
4e14ca42,K2000,598727.0,280,598727.0,280,1.0,1.0
4e2ac85a,J1100,21261679.0,188,21266026.0,190,0.9997955894533375,0.9894736842105263
4e2ac85a,Y4000,4347.0,2,21266026.0,190,0.00020441054666254992,0.010526315789473684
4e2e0939,J1300,1117028.0,21,1117028.0,21,1.0,1.0
4e32ccea,F4100,744962.0,212,740212.0,215,1.0064170805120696,0.986046511627907
4e32ccea,J5200,250.0,1,740212.0,215,0.00033774107958260604,0.004651162790697674
4e32ccea,Z9600,-5000.0,2,740212.0,215,-0.006754821591652122,0.009302325581395349
4e37afcc,F3200,6394811.0,5194,6435511.0,5224,0.993675715883323,0.9942572741194488
4e37afcc,Z9600,26200.0,22,6435511.0,5224,0.004071160782725723,0.004211332312404288
4e37afcc,z9600,14500.0,8,6435511.0,5224,0.0022531233339512587,0.0015313935681470138
4e38f16f,F2300,422527.0,60,428127.0,61,0.9869197691339252,0.9836065573770492
4e38f16f,Z9600,5600.0,1,428127.0,61,0.013080230866074787,0.01639344262295082
4e39a600,F3100,645270.0,686,679270.0,719,0.9499462658442152,0.9541029207232267
4e39a600,J1100,19650.0,22,679270.0,719,0.028928114004740383,0.030598052851182198
4e39a600,J7120,11650.0,7,679270.0,719,0.017150764791614526,0.009735744089012517
4e39a600,J7500,2700.0,4,679270.0,719,0.0039748553594299765,0.005563282336578581
4e425f08,F4000,1183586.0,296,1555585.0,417,0.7608623122490896,0.709832134292566
4e425f08,F4100,371999.0,121,1555585.0,417,0.23913768775091043,0.290167865707434
4e495f9f,J1300,3595799.0,15,3595799.0,15,1.0,1.0
4e4cb3c3,J7500,99640.0,152,146008.0,170,0.6824283600898581,0.8941176470588236
4e4cb3c3,Y4000,46368.0,18,146008.0,170,0.3175716399101419,0.10588235294117647
4e55647a,F0000,9100.0,5,408350.0,145,0.022284804701848904,0.034482758620689655
4e55647a,F2100,25250.0,33,408350.0,145,0.0618342108485368,0.22758620689655173
4e55647a,F2500,373500.0,106,408350.0,145,0.9146565446308313,0.7310344827586207
4e55647a,Y4000,500.0,1,408350.0,145,0.0012244398187829068,0.006896551724137931
4e59a99a,A1000,4122.0,4,398089.0,61,0.01035446847313038,0.06557377049180328
4e59a99a,A2300,390967.0,54,398089.0,61,0.9821095282713163,0.8852459016393442
4e59a99a,A4000,3000.0,3,398089.0,61,0.007536003255553406,0.04918032786885246
4e629a12,G2850,1321632.0,549,1516037.0,687,0.8717676415549225,0.7991266375545851
4e629a12,J5100,179619.0,128,1516037.0,687,0.11847929832847087,0.18631732168850074
4e629a12,J7400,3700.0,2,1516037.0,687,0.0024405736799299753,0.002911208151382824
4e629a12,Y4000,1086.0,6,1516037.0,687,0.0007163413557848522,0.008733624454148471
4e629a12,z9600,10000.0,2,1516037.0,687,0.006596145080891825,0.002911208151382824
4e62acd9,F2100,4800.0,6,1422610.0,292,0.003374080035990187,0.02054794520547945
4e62acd9,F2500,1417810.0,286,1422610.0,292,0.9966259199640098,0.9794520547945206
4e6ac064,H4300,176384.0,65,762410.0,222,0.23135058564289557,0.2927927927927928
4e6ac064,H4500,585776.0,156,762410.0,222,0.7683215068008027,0.7027027027027027
4e6ac064,Y4000,250.0,1,762410.0,222,0.0003279075563017274,0.0045045045045045045
4e6d517b,F4000,2471700.0,659,2471700.0,659,1.0,1.0
4e767eeb,F2600,2165226.0,250,11198610.0,11137,0.19334774583631362,0.022447696866301516
4e767eeb,H0000,7328675.0,6860,11198610.0,11137,0.6544272012330101,0.6159648020113137
4e767eeb,H1100,796102.0,1755,11198610.0,11137,0.0710893584114457,0.15758283200143666
4e767eeb,H1110,6150.0,15,11198610.0,11137,0.0005491752994344833,0.001346861811978091
4e767eeb,H1130,20073.0,129,11198610.0,11137,0.0017924545992761601,0.011583011583011582
4e767eeb,H1400,250.0,1,11198610.0,11137,2.232419916400339e-05,8.979078746520607e-05
4e767eeb,H1700,300.0,1,11198610.0,11137,2.6789038996804067e-05,8.979078746520607e-05
4e767eeb,H1710,19287.0,24,11198610.0,11137,0.0017222673171045336,0.0021549788991649457
4e767eeb,H2000,34840.0,109,11198610.0,11137,0.0031111003954955125,0.009787195833707461
4e767eeb,H2100,715601.0,1854,11198610.0,11137,0.06390087698383996,0.16647211996049205
4e767eeb,H3700,68850.0,18,11198610.0,11137,0.006148084449766534,0.0016162341743737093
4e767eeb,J1200,3373.0,29,11198610.0,11137,0.00030119809512073374,0.002603932836490976
4e767eeb,J5200,6000.0,3,11198610.0,11137,0.0005357807799360813,0.0002693723623956182
4e767eeb,J6100,275.0,11,11198610.0,11137,2.455661908040373e-05,0.0009876986621172668
4e767eeb,J6200,1000.0,1,11198610.0,11137,8.929679665601356e-05,8.979078746520607e-05
4e767eeb,J7150,1200.0,2,11198610.0,11137,0.00010715615598721627,0.00017958157493041214
4e767eeb,J7400,13391.0,24,11198610.0,11137,0.0011957734040206776,0.0021549788991649457
4e767eeb,J7500,12560.0,18,11198610.0,11137,0.0011215677659995303,0.0016162341743737093
4e767eeb,JE300,1250.0,3,11198610.0,11137,0.00011162099582001695,0.0002693723623956182
4e767eeb,Z9600,4207.0,30,11198610.0,11137,0.00037567162353184904,0.002693723623956182
4e7ca45b,G4000,91500.0,30,536100.0,283,0.1706771124790151,0.10600706713780919
4e7ca45b,G4700,344850.0,163,536100.0,283,0.6432568550643537,0.5759717314487632
4e7ca45b,M2300,81100.0,75,536100.0,283,0.15127774668905056,0.26501766784452296
4e7ca45b,Y4000,15150.0,11,536100.0,283,0.028259653049804143,0.038869257950530034
4e7ca45b,Z9600,3500.0,4,536100.0,283,0.006528632717776534,0.014134275618374558
4e8addb4,J1200,-250.0,1,786337.0,940,-0.000317929844328831,0.0010638297872340426
4e8addb4,JE300,775137.0,919,786337.0,940,0.9857567429740683,0.9776595744680852
4e8addb4,Z9600,11450.0,20,786337.0,940,0.014561186870260461,0.02127659574468085
4e8f87c8,J1100,2075000.0,5,2075000.0,5,1.0,1.0
4e9d3053,H0000,57.0,3,461465.0,156,0.00012351966021258384,0.019230769230769232
4e9d3053,H1710,292.0,9,461465.0,156,0.0006327673821416575,0.057692307692307696
4e9d3053,H2200,461116.0,144,461465.0,156,0.9992437129576458,0.9230769230769231
4ea456ef,M4100,889948.0,1169,889948.0,1169,1.0,1.0
4eae62f7,J7150,4650.0,7,1023998.0,1953,0.004541024494188466,0.0035842293906810036
4eae62f7,J7400,6497.0,88,1023998.0,1953,0.006344738954568271,0.04505888376856119
4eae62f7,K1000,803333.0,1284,1023998.0,1953,0.7845064150515919,0.6574500768049155
4eae62f7,K1200,209268.0,573,1023998.0,1953,0.20436368039781327,0.29339477726574503
4eae62f7,Z9600,250.0,1,1023998.0,1953,0.0002441411018380895,0.0005120327700972862
4eaef9a0,K1000,348248.0,175,671338.0,343,0.5187372083808752,0.5102040816326531
4eaef9a0,K1100,318890.0,164,671338.0,343,0.47500662855372405,0.478134110787172
4eaef9a0,Z9600,4200.0,4,671338.0,343,0.006256163065400737,0.011661807580174927
4eb307e9,F4000,181375.0,187,975665.0,851,0.18589884847770494,0.21974148061104584
4eb307e9,F4100,465685.0,426,975665.0,851,0.47730009788195743,0.500587544065805
4eb307e9,F4500,322340.0,232,975665.0,851,0.33037979224426417,0.27262044653349
4eb307e9,G5000,500.0,1,975665.0,851,0.0005124709813306822,0.0011750881316098707
4eb307e9,Z9600,5765.0,5,975665.0,851,0.005908790414742765,0.005875440658049354
4eb846fc,F4000,8000.0,5,546129.0,192,0.014648553729979547,0.026041666666666668
4eb846fc,F4100,538129.0,187,546129.0,192,0.9853514462700205,0.9739583333333334
4ebaf76d,F1400,151850.0,50,429725.0,101,0.3533655244633196,0.49504950495049505
4ebaf76d,F4600,277875.0,51,429725.0,101,0.6466344755366804,0.504950495049505
4ec0e198,H1100,211076.0,346,2621255.0,1133,0.08052478679106001,0.3053839364518976
4ec0e198,H1130,46000.0,12,2621255.0,1133,0.017548845877261084,0.01059135039717564
4ec0e198,H1700,40.0,4,2621255.0,1133,1.525986598022703e-05,0.00353045013239188
4ec0e198,H1710,4230.0,51,2621255.0,1133,0.0016137308274090083,0.04501323918799647
4ec0e198,H2100,2357299.0,710,2621255.0,1133,0.8993016703830798,0.6266548984995587
4ec0e198,J7400,2610.0,10,2621255.0,1133,0.0009957062552098136,0.0088261253309797
4ec3cb8d,C5130,499635.0,90,572735.0,124,0.8723668014002985,0.7258064516129032
4ec3cb8d,F4100,65800.0,7,572735.0,124,0.11488733882161907,0.056451612903225805
4ec3cb8d,J7400,5400.0,3,572735.0,124,0.009428444219403389,0.024193548387096774
4ec3cb8d,Y4000,1900.0,24,572735.0,124,0.00331741555867897,0.1935483870967742
4ec5cdfe,J7200,2000.0,2,3902375.0,1592,0.0005125084083410743,0.001256281407035176
4ec5cdfe,K1100,3868175.0,1572,3902375.0,1592,0.9912361062173676,0.9874371859296482
4ec5cdfe,Z9600,32200.0,18,3902375.0,1592,0.008251385374291298,0.011306532663316583
4eca2ca9,G4900,6261611.0,20079,6939475.0,22193,0.9023176825336211,0.9047447393322219
4eca2ca9,H1710,25990.0,262,6939475.0,22193,0.003745240093811131,0.011805524264407697
4eca2ca9,H1750,132912.0,1490,6939475.0,22193,0.01915303391106676,0.06713828684720408
4eca2ca9,H3000,505000.0,228,6939475.0,22193,0.07277207569736904,0.01027350966520975
4eca2ca9,J7400,2460.0,86,6939475.0,22193,0.00035449367567431256,0.0038750957509124497
4eca2ca9,J7500,-1000.0,2,6939475.0,22193,-0.00014410312019280997,9.011850583517325e-05
4eca2ca9,Z9600,12502.0,46,6939475.0,22193,0.0018015772086505102,0.002072725634208985
4ed4a340,B4000,356431.0,430,359431.0,432,0.9916534745194487,0.9953703703703703
4ed4a340,J5200,3000.0,2,359431.0,432,0.008346525480551205,0.004629629629629629
4ed56c5d,G2900,431860.0,41,431860.0,41,1.0,1.0
4ed9213c,T2300,579037.0,337,579037.0,337,1.0,1.0
4ee7a5ca,J1100,0.0,3,13192872.0,23833,0.0,0.00012587588637603324
4ee7a5ca,J1110,250.0,1,13192872.0,23833,1.894962673783237e-05,4.1958628792011074e-05
4ee7a5ca,J1200,4562.0,15,13192872.0,23833,0.0003457927887119651,0.0006293794318801662
4ee7a5ca,J5100,1705.0,4,13192872.0,23833,0.00012923645435201675,0.0001678345151680443
4ee7a5ca,J6100,1870.0,9,13192872.0,23833,0.00014174320799898612,0.0003776276591280997
4ee7a5ca,J7120,1000.0,1,13192872.0,23833,7.579850695132948e-05,4.1958628792011074e-05
4ee7a5ca,J7300,7230.0,44,13192872.0,23833,0.0005480232052581121,0.0018461796668484873
4ee7a5ca,J7400,59561.0,150,13192872.0,23833,0.004514634872528135,0.006293794318801661
4ee7a5ca,J7500,3947.0,32,13192872.0,23833,0.00029917670693689743,0.0013426761213443544
4ee7a5ca,J9000,1000.0,2,13192872.0,23833,7.579850695132948e-05,8.391725758402215e-05
4ee7a5ca,JD200,1539.0,14,13192872.0,23833,0.00011665390219809607,0.0005874208030881551
4ee7a5ca,JE300,12800.0,9,13192872.0,23833,0.0009702208889770173,0.0003776276591280997
4ee7a5ca,JH100,235.0,7,13192872.0,23833,1.7812649133562425e-05,0.00029371040154407753
4ee7a5ca,X3000,12799133.0,23431,13192872.0,23833,0.9701551716714905,0.9831326312256116
4ee7a5ca,X3100,274725.0,52,13192872.0,23833,0.02082374482220399,0.002181848697184576
4ee7a5ca,X3200,220.0,1,13192872.0,23833,1.6675671529292485e-05,4.1958628792011074e-05
4ee7a5ca,Z9600,22595.0,57,13192872.0,23833,0.0017126672645652896,0.0023916418411446313
4ee7a5ca,z9600,500.0,1,13192872.0,23833,3.789925347566474e-05,4.1958628792011074e-05
4ef73aa0,F2300,144009.0,49,1041360.0,328,0.13828935238534223,0.14939024390243902
4ef73aa0,F2600,779301.0,238,1041360.0,328,0.7483492740262734,0.725609756097561
4ef73aa0,F4100,118050.0,41,1041360.0,328,0.11336137358838443,0.125
4ef7e0e1,F2000,99250.0,25,663951.0,331,0.14948392275936026,0.0755287009063444
4ef7e0e1,F2600,85381.0,29,663951.0,331,0.12859533308933943,0.08761329305135952
4ef7e0e1,J5100,478320.0,276,663951.0,331,0.7204146089093925,0.8338368580060423
4ef7e0e1,Z9600,1000.0,1,663951.0,331,0.001506135241907912,0.0030211480362537764
4f09fa20,F0000,1000.0,2,8886191.0,7141,0.00011253415552287814,0.0002800728189329226
4f09fa20,F2100,42750.0,82,8886191.0,7141,0.004810835148603041,0.011482985576249825
4f09fa20,F3300,8820611.0,7028,8886191.0,7141,0.9926200100808097,0.9841758857302899
4f09fa20,F4100,2300.0,1,8886191.0,7141,0.0002588285577026197,0.0001400364094664613
4f09fa20,J5100,900.0,2,8886191.0,7141,0.00010128073997059033,0.0002800728189329226
4f09fa20,J7300,2000.0,3,8886191.0,7141,0.00022506831104575627,0.0004201092283993838
4f09fa20,J7400,3700.0,8,8886191.0,7141,0.0004163763754346491,0.0011202912757316903
4f09fa20,J7500,2850.0,5,8886191.0,7141,0.0003207223432402027,0.0007001820473323064
4f09fa20,Z9600,9350.0,8,8886191.0,7141,0.0010521943541389107,0.0011202912757316903
